Block_Order.thisRepN,Block_Order.thisTrialN,Block_Order.thisN,Block_Order.thisIndex,nRepsBlockPasivas,nRepsBlockActivas,BlockPasivas.thisRepN,BlockPasivas.thisTrialN,BlockPasivas.thisN,BlockPasivas.thisIndex,BlockActivas.thisRepN,BlockActivas.thisTrialN,BlockActivas.thisN,BlockActivas.thisIndex,intrLoopActivas.thisRepN,intrLoopActivas.thisTrialN,intrLoopActivas.thisN,intrLoopActivas.thisIndex,instrucciones_pasiva,instrucciones_activa,bienv2.started,bienv2.stopped,key_bienv.keys,key_bienv.rt,key_bienv.started,key_bienv.stopped,continuetrial_pasivas.keys,continuetrial_pasivas.rt,continuetrial_pasivas.started,continuetrial_pasivas.stopped,text.started,text.stopped,participante,sesion,orden,pasivas,activas,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,64.27687185424293,None,space,6.184655491539161,64.4922748807403,None,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h36.32.354,DigitSpanTask_visual,2022.1.3,59.13835172489794,
,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.145804098578083,71.22031266678096,None,70.72899680600312,71.7300674926737,,,,,,,,,,
