instrucciones_pasiva,instrucciones_activa,digitSpan_train,digits_train,fixation_time_train,answer_train,digitSpan,digits,fixation_time,answer,answer_AR,BlockPasivas.thisRepN,BlockPasivas.thisTrialN,BlockPasivas.thisN,BlockPasivas.thisIndex,instrucloop_Pasivas.thisRepN,instrucloop_Pasivas.thisTrialN,instrucloop_Pasivas.thisN,instrucloop_Pasivas.thisIndex,trial_trainingPasivas.thisRepN,trial_trainingPasivas.thisTrialN,trial_trainingPasivas.thisN,trial_trainingPasivas.thisIndex,train_digitloopPasivas.thisRepN,train_digitloopPasivas.thisTrialN,train_digitloopPasivas.thisN,train_digitloopPasivas.thisIndex,trial_Pasiva.thisRepN,trial_Pasiva.thisTrialN,trial_Pasiva.thisN,trial_Pasiva.thisIndex,digitLoop_Pasivas.thisRepN,digitLoop_Pasivas.thisTrialN,digitLoop_Pasivas.thisN,digitLoop_Pasivas.thisIndex,BlockActivas.thisRepN,BlockActivas.thisTrialN,BlockActivas.thisN,BlockActivas.thisIndex,intrLoopActivas.thisRepN,intrLoopActivas.thisTrialN,intrLoopActivas.thisN,intrLoopActivas.thisIndex,trial_train_Activas.thisRepN,trial_train_Activas.thisTrialN,trial_train_Activas.thisN,trial_train_Activas.thisIndex,train_digitloop_Activas.thisRepN,train_digitloop_Activas.thisTrialN,train_digitloop_Activas.thisN,train_digitloop_Activas.thisIndex,trialActivas.thisRepN,trialActivas.thisTrialN,trialActivas.thisN,trialActivas.thisIndex,digitLoop_Activas.thisRepN,digitLoop_Activas.thisTrialN,digitLoop_Activas.thisN,digitLoop_Activas.thisIndex,bienvenida.started,bienvenida.stopped,bienv2.started,bienv2.stopped,key_bienv.keys,key_bienv.rt,key_bienv.started,key_bienv.stopped,firstfixtrain.started,firstfixtrain.stopped,digitpresentation_training.started,digitpresentation_training.stopped,correct,recall_train.started,recall_train.stopped,answ_train.text,answ_train.started,answ_train.stopped,post_recall_training.started,post_recall_training.stopped,end_training.started,end_training.stopped,first_fix_pas.started,first_fix_pas.stopped,pres_text.started,pres_text.stopped,recall_txt.started,recall_txt.stopped,answer_box.text,answer_box.started,answer_box.stopped,postrecallPR.started,postrecallPR.stopped,Dificultad_pasivas.started,Dificultad_pasivas.stopped,dif_licker.response,dif_licker.rt,dif_licker.started,dif_licker.stopped,continuetrial_pasivas.keys,continuetrial_pasivas.rt,continuetrial_pasivas.started,continuetrial_pasivas.stopped,firstfix_activas.started,firstfix_activas.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,firsfixtrain_activa.started,firsfixtrain_activa.stopped,digitpresentation_training_2.started,digitpresentation_training_2.stopped,recall_train_2.started,recall_train_2.stopped,answ_train_2.text,answ_train_2.started,answ_train_2.stopped,post_recall_training_2.started,post_recall_training_2.stopped,end_training_2.started,end_training_2.stopped,first_fix_active.started,first_fix_active.stopped,pres_text_active.started,pres_text_active.stopped,recall_txt_2.started,recall_txt_2.stopped,answer_box_2.text,answer_box_2.started,answer_box_2.stopped,postrecallPR_2.started,postrecallPR_2.stopped,Dificultad_activas.started,Dificultad_activas.stopped,dif_licker_2.response,dif_licker_2.rt,dif_licker_2.started,dif_licker_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_2.started,text_2.stopped,participante,sesion,pasivas,activas,date,expName,psychopyVersion,frameRate,
,,,,,,4,7093.0,0.55,3907.0,,1,0,1,0,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,397.3029698417781,None,400.8625579886857,400.8625579886857,401.8625029764105,None,3907,401.8625029764105,None,410.66014606990666,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,5,10256.0,0.95,65201.0,,1,0,1,0,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,412.1346794919166,None,417.0841306007833,417.0841306007833,418.08416960202317,None,,418.08416960202317,None,418.88047556880247,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,5,47319.0,0.35,91374.0,,1,0,1,0,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,420.35515021635433,None,424.7129898760993,424.7129898760993,425.7126918245192,None,5,425.7126918245192,None,426.6628153968684,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,6,982506.0,0.55,605289.0,,1,0,1,0,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,428.13718542421043,None,433.69606867502534,433.69606867502534,434.69624643857105,None,6,434.69624643857105,None,435.7813943559049,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,6,314795.0,0.95,597413.0,,1,0,1,0,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,437.2566630539204,None,443.2229651616294,None,444.2228760745868,None,6,444.2228760745868,None,445.5286601637231,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.5617295202437,None,2.96354166790843,2.6705491374566463,446.5617295202437,None,space,3.3497676830388627,449.7325783514382,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
datasets/instruccion3.png,datasets/instruccion3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
datasets/instruccion2.png,datasets/instruccion2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
datasets/instruccion1_pasiva.png,datasets/instruccion1_activa.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,2,91,0.55,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.6393924838453,None,space,0.9562230040396571,489.6393924838453,None,490.62187887446544,None,491.1813865556569,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,2,91,0.55,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.18182131684625,492.18182131684625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,2,91,0.55,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.18172853494934,None,19,493.18172853494934,None,497.4703689106748,None,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,2,47,0.55,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.9449630925112,None,space,2.6512292031839024,498.9449630925112,None,501.62324391785955,None,502.18282303290084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,2,47,0.55,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.1830389766076,503.1830389766076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,2,47,0.55,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.1830787989263,None,74,504.1830787989263,None,505.13231765894056,None,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,3,385.0,0.55,583.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.9122989383452,None,space,2.3021980760890983,510.9122989383452,None,,,,,,,,,,,,506.1321825914886,None,513.2343202699706,None,513.7937327060292,None,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,3,385.0,0.55,583.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.7935204571766,514.7935204571766,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,3,385.0,0.55,583.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.7935023934444,515.7935023934444,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,3,385.0,0.55,583.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.7935413946846,None,583,516.7935413946846,None,519.3872716374774,None,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,3,294.0,0.55,492.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.8619048205535,None,space,2.1829585592122385,520.8619048205535,None,,,,,,,,,,,,,,523.0654670706374,None,523.6252083487286,None,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,3,294.0,0.55,492.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.6252235386853,524.6252235386853,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,3,294.0,0.55,492.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.6251102298199,525.6251102298199,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,3,294.0,0.55,492.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.6250712285803,None,492,526.6250712285803,None,528.2861935611006,None,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,4,1358.0,0.55,8531.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.7608517870779,None,space,2.2433973436873202,529.7608517870779,None,,,,,,,,,,,,,,532.0323217643343,None,532.5916286917752,None,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,4,1358.0,0.55,8531.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.5915617738585,533.5915617738585,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,4,1358.0,0.55,8531.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.5917859283529,534.5917859283529,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,4,1358.0,0.55,8531.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,2,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.5922514799943,535.5922514799943,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,4,1358.0,0.55,8531.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.5922621540178,None,4,536.5922621540178,None,537.592329482474,None,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,4,2047.0,0.55,7402.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.0670406680299,None,space,2.3484067450385737,539.0670406680299,None,,,,,,,,,,,,,,541.4396819140986,None,541.9993624323636,None,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,4,2047.0,0.55,7402.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.9992877141988,542.9992877141988,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,4,2047.0,0.55,7402.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.9993410843165,543.9993410843165,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,4,2047.0,0.55,7402.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,3,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.9990898342242,544.9990898342242,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,4,2047.0,0.55,7402.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.9995660598895,None,4,545.9995660598895,None,546.9146977198645,None,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.93189028746,None,3.046875,14.253366833345353,547.93189028746,None,space,2.027973790222404,562.4243593533186,None,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
datasets/instruccion1_pasiva.png,datasets/instruccion1_activa.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
datasets/instruccion3.png,datasets/instruccion3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
datasets/instruccion2.png,datasets/instruccion2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,2,25,0.75,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.9345177394059,None,space,1.4380221517599239,570.9345177394059,None,572.3922223316993,None,573.1551535006695,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,2,25,0.75,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.155747961672,574.155747961672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,2,25,0.75,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.1552926735146,None,52,575.1552926735146,None,576.2062410194515,None,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,2,68,0.35,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.6807428299301,None,space,1.817054264149192,577.6807428299301,None,579.5282722040217,None,579.8843178067348,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,2,68,0.35,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.8842648471561,580.8842648471561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,2,68,0.35,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.8843424390964,None,86,581.8843424390964,None,583.7657068256274,None,,,,,,,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,3,349,0.15,,943,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.6132743798805,None,space,0.9557586840160184,586.6132743798805,None,,,,,,,,,,,,584.765293001946,None,587.5962468491105,None,587.7488587005607,None,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,3,349,0.15,,943,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.7492031430895,588.7492031430895,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,3,349,0.15,,943,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.7490060841935,589.7490060841935,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,3,349,0.15,,943,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.748566807071,None,943,590.748566807071,None,593.5797981788476,None,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,3,256.0,0.95,,652.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.0542827466727,None,space,1.5511035781382816,595.0542827466727,None,,,,,,,,,,,,,,596.6309246988696,None,597.5804726950266,None,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,3,256.0,0.95,,652.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.5848379601123,None,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
,,,,,,3,256.0,0.95,,652.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.5855502459133,None,,,,,,,,,,,,,,,,,,,,frfr,01,FR,FR,2022-07-05_15h18.49.198,DigitSpanTask_PR2,2022.1.3,59.06693534897163,
