instrucciones_pasiva,instrucciones_activa,digitSpan_train,digits_train,fixation_time_train,answer_train,digitSpan,digits,fixation_time,answer,BlockPasivas.thisRepN,BlockPasivas.thisTrialN,BlockPasivas.thisN,BlockPasivas.thisIndex,instrucloop_Pasivas.thisRepN,instrucloop_Pasivas.thisTrialN,instrucloop_Pasivas.thisN,instrucloop_Pasivas.thisIndex,trial_trainingPasivas.thisRepN,trial_trainingPasivas.thisTrialN,trial_trainingPasivas.thisN,trial_trainingPasivas.thisIndex,train_digitloopPasivas.thisRepN,train_digitloopPasivas.thisTrialN,train_digitloopPasivas.thisN,train_digitloopPasivas.thisIndex,trial_Pasiva.thisRepN,trial_Pasiva.thisTrialN,trial_Pasiva.thisN,trial_Pasiva.thisIndex,digitLoop_Pasivas.thisRepN,digitLoop_Pasivas.thisTrialN,digitLoop_Pasivas.thisN,digitLoop_Pasivas.thisIndex,BlockActivas.thisRepN,BlockActivas.thisTrialN,BlockActivas.thisN,BlockActivas.thisIndex,intrLoopActivas.thisRepN,intrLoopActivas.thisTrialN,intrLoopActivas.thisN,intrLoopActivas.thisIndex,trial_train_Activas.thisRepN,trial_train_Activas.thisTrialN,trial_train_Activas.thisN,trial_train_Activas.thisIndex,train_digitloop_Activas.thisRepN,train_digitloop_Activas.thisTrialN,train_digitloop_Activas.thisN,train_digitloop_Activas.thisIndex,trialActivas.thisRepN,trialActivas.thisTrialN,trialActivas.thisN,trialActivas.thisIndex,digitLoop_Activas.thisRepN,digitLoop_Activas.thisTrialN,digitLoop_Activas.thisN,digitLoop_Activas.thisIndex,bienv2.started,bienv2.stopped,key_bienv.keys,key_bienv.rt,key_bienv.started,key_bienv.stopped,firstfixtrain.started,firstfixtrain.stopped,digitpresentation_training.started,digitpresentation_training.stopped,correct,recall_train.started,recall_train.stopped,answ_train.text,answ_train.started,answ_train.stopped,post_recall_training.started,post_recall_training.stopped,end_training.started,end_training.stopped,first_fix_pas.started,first_fix_pas.stopped,pres_text.started,pres_text.stopped,recall_txt.started,recall_txt.stopped,answer_box.text,answer_box.started,answer_box.stopped,postrecallPR.started,postrecallPR.stopped,Dificultad_pasivas.started,Dificultad_pasivas.stopped,dif_licker.response,dif_licker.rt,dif_licker.started,dif_licker.stopped,continuetrial_pasivas.keys,continuetrial_pasivas.rt,continuetrial_pasivas.started,continuetrial_pasivas.stopped,firstfix_activas.started,firstfix_activas.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,firsfixtrain_activa.started,firsfixtrain_activa.stopped,digitpresentation_training_2.started,digitpresentation_training_2.stopped,recall_train_2.started,recall_train_2.stopped,answ_train_2.text,answ_train_2.started,answ_train_2.stopped,post_recall_training_2.started,post_recall_training_2.stopped,end_training_2.started,end_training_2.stopped,first_fix_active.started,first_fix_active.stopped,pres_text_active.started,pres_text_active.stopped,recall_txt_2.started,recall_txt_2.stopped,answer_box_2.text,answer_box_2.started,answer_box_2.stopped,postrecallPR_2.started,postrecallPR_2.stopped,Dificultad_activas.started,Dificultad_activas.stopped,dif_licker_2.response,dif_licker_2.rt,dif_licker_2.started,dif_licker_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_2.started,text_2.stopped,participante,sesion,pasivas,activas,date,expName,psychopyVersion,frameRate,
datasets/instruccion2.png,datasets/instruccion2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
datasets/instruccion3.png,datasets/instruccion3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,2,91,0.55,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.7834252941502,None,space,1.3503933350748412,524.7834252941502,None,526.1567784154813,None,526.7160196566238,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,2,91,0.55,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.7162060414976,527.7162060414976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,2,91,0.55,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.7166596874977,None,19,528.7166596874977,None,530.6316727015947,None,,,,,,,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,2,47,0.55,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.1062069446834,None,space,3.4899348447106604,532.1062069446834,None,535.6146964882464,None,536.1741594206469,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,2,47,0.55,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.17406622821,537.17406622821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,2,47,0.55,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.1741828213908,None,47,538.1741828213908,None,541.157305137489,None,,,,,,,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,3,385.0,0.55,583.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.6493759801615,None,space,2.5280710780934896,543.6493759801615,None,,,,,,,,,,,,542.1579336732593,None,546.2093898563926,None,546.7688018819117,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,3,385.0,0.55,583.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.7688170718684,547.7688170718684,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,3,385.0,0.55,583.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.7686943205972,548.7686943205972,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,3,385.0,0.55,583.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.7690001724259,None,583,549.7690001724259,None,555.4137826276165,None,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,3,294.0,0.55,492.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.8881924772759,None,space,1.8527506521186297,556.8881924772759,None,,,,,,,,,,,,,,558.7698212511586,None,559.3290957459903,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,3,294.0,0.55,492.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.329065366077,560.329065366077,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,3,294.0,0.55,492.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.3292661198284,561.3292661198284,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,3,294.0,0.55,492.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.3296175415253,None,492,562.3296175415253,None,564.8042979366292,None,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,1358.0,0.55,8531.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.2787738831266,None,space,1.5874769455222122,566.2787738831266,None,,,,,,,,,,,,,,567.8892003514211,None,568.4485327323036,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,1358.0,0.55,8531.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.4488340681983,569.4488340681983,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,1358.0,0.55,8531.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.4487199382547,570.4487199382547,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,1358.0,0.55,8531.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,2,2,2,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.4489141233753,571.4489141233753,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,1358.0,0.55,8531.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.4489469665241,None,8531,572.4489469665241,None,578.7543262638446,None,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,2047.0,0.55,7402.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.2288637912479,None,space,1.2909254762016644,580.2288637912479,None,,,,,,,,,,,,,,581.5508432478582,None,582.1105993053661,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,2047.0,0.55,7402.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.1104309842267,583.1104309842267,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,2047.0,0.55,7402.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.110506112931,584.110506112931,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,2047.0,0.55,7402.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,3,3,3,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.1106136742455,585.1106136742455,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,2047.0,0.55,7402.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.1107462784603,None,7402,586.1107462784603,None,590.1111896609764,None,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,15396.0,0.55,69351.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.5857719371706,None,space,1.604258973751712,591.5857719371706,None,,,,,,,,,,,,,,593.2129303478905,None,593.7725735070726,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,15396.0,0.55,69351.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.7729282130858,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,15396.0,0.55,69351.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,4,4,4,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.772729512033,595.772729512033,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,15396.0,0.55,69351.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,4,4,4,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.7741273985757,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,15396.0,0.55,69351.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,4,4,4,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.7739504561087,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,15396.0,0.55,69351.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.7739964365173,None,69351,598.7739964365173,None,604.079487400546,None,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,90761.0,0.55,16709.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.554189964776,None,space,20.155178581931978,605.554189964776,None,,,,,,,,,,,,,,625.7275053164849,None,626.287047893522,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,90761.0,0.55,16709.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.2872207305954,627.2872207305954,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,90761.0,0.55,16709.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,5,5,5,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.287384125264,628.287384125264,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,90761.0,0.55,16709.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,5,5,5,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.2884769810571,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,90761.0,0.55,16709.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,5,5,5,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.2888542667351,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,90761.0,0.55,16709.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.2921394027471,None,16709,631.2921394027471,None,638.7499696200866,None,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,835042.0,0.55,240538.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.2247817983261,None,space,7.264251501934268,640.2247817983261,None,,,,,,,,,,,,,,647.5136368861404,None,648.0731150084976,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,835042.0,0.55,240538.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.0732677291417,649.0732677291417,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,835042.0,0.55,240538.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0733112463149,650.0733112463149,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,835042.0,0.55,240538.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,6,6,6,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.0734151127745,651.0734151127745,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,835042.0,0.55,240538.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,6,6,6,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.0734528823959,652.0734528823959,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,835042.0,0.55,240538.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,6,6,6,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.0734701250494,653.0734701250494,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,835042.0,0.55,240538.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.073599034411,None,243508,654.073599034411,None,662.616756985326,None,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,615739.0,0.55,937516.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.0924768661062,None,space,3.195251740045933,664.0924768661062,None,,,,,,,,,,,,,,667.3128658932092,None,667.8723345731614,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,615739.0,0.55,937516.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,7,7,7,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.8725377901483,668.8725377901483,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,615739.0,0.55,937516.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,7,7,7,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.8728173674572,669.8728173674572,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,615739.0,0.55,937516.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,7,7,7,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.8729080966568,670.8729080966568,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,615739.0,0.55,937516.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,7,7,7,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.8731638626814,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,615739.0,0.55,937516.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,7,7,7,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.8733703639846,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
