nRepsBlockPasivas,nRepsBlockActivas,instrucciones_pasiva,instrucciones_activa,digitSpan_train,digits_train,fixation_time_train,answer_train,digitSpan,digits,fixation_time,answer,Block_Order.thisRepN,Block_Order.thisTrialN,Block_Order.thisN,Block_Order.thisIndex,BlockPasivas.thisRepN,BlockPasivas.thisTrialN,BlockPasivas.thisN,BlockPasivas.thisIndex,BlockActivas.thisRepN,BlockActivas.thisTrialN,BlockActivas.thisN,BlockActivas.thisIndex,intrLoopActivas.thisRepN,intrLoopActivas.thisTrialN,intrLoopActivas.thisN,intrLoopActivas.thisIndex,trial_train_Activas.thisRepN,trial_train_Activas.thisTrialN,trial_train_Activas.thisN,trial_train_Activas.thisIndex,train_digitloop_Activas.thisRepN,train_digitloop_Activas.thisTrialN,train_digitloop_Activas.thisN,train_digitloop_Activas.thisIndex,trialActivas.thisRepN,trialActivas.thisTrialN,trialActivas.thisN,trialActivas.thisIndex,digitLoop_Activas.thisRepN,digitLoop_Activas.thisTrialN,digitLoop_Activas.thisN,digitLoop_Activas.thisIndex,instrucloop_Pasivas.thisRepN,instrucloop_Pasivas.thisTrialN,instrucloop_Pasivas.thisN,instrucloop_Pasivas.thisIndex,trial_trainingPasivas.thisRepN,trial_trainingPasivas.thisTrialN,trial_trainingPasivas.thisN,trial_trainingPasivas.thisIndex,train_digitloopPasivas.thisRepN,train_digitloopPasivas.thisTrialN,train_digitloopPasivas.thisN,train_digitloopPasivas.thisIndex,trial_Pasiva.thisRepN,trial_Pasiva.thisTrialN,trial_Pasiva.thisN,trial_Pasiva.thisIndex,digitLoop_Pasivas.thisRepN,digitLoop_Pasivas.thisTrialN,digitLoop_Pasivas.thisN,digitLoop_Pasivas.thisIndex,bienv2.started,bienv2.stopped,key_bienv.keys,key_bienv.rt,key_bienv.started,key_bienv.stopped,firstfix_activas.started,firstfix_activas.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,firsfixtrain_activa.started,firsfixtrain_activa.stopped,digitpresentation_training_2.started,digitpresentation_training_2.stopped,correct,recall_train_2.started,recall_train_2.stopped,answ_train_2.text,answ_train_2.started,answ_train_2.stopped,post_recall_training_2.started,post_recall_training_2.stopped,end_training_2.started,end_training_2.stopped,first_fix_active.started,first_fix_active.stopped,pres_text_active.started,pres_text_active.stopped,recall_txt_2.started,recall_txt_2.stopped,answer_box_2.text,answer_box_2.started,answer_box_2.stopped,postrecallPR_2.started,postrecallPR_2.stopped,Dificultad_activas.started,Dificultad_activas.stopped,dif_licker_2.response,dif_licker_2.rt,dif_licker_2.started,dif_licker_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,firstfixtrain.started,firstfixtrain.stopped,digitpresentation_training.started,digitpresentation_training.stopped,recall_train.started,recall_train.stopped,answ_train.text,answ_train.started,answ_train.stopped,post_recall_training.started,post_recall_training.stopped,end_training.started,end_training.stopped,first_fix_pas.started,first_fix_pas.stopped,pres_text.started,pres_text.stopped,recall_txt.started,recall_txt.stopped,answer_box.text,answer_box.started,answer_box.stopped,postrecallPR.started,postrecallPR.stopped,Dificultad_pasivas.started,Dificultad_pasivas.stopped,dif_licker.response,dif_licker.rt,dif_licker.started,dif_licker.stopped,continuetrial_pasivas.keys,continuetrial_pasivas.rt,continuetrial_pasivas.started,continuetrial_pasivas.stopped,text_2.started,text_2.stopped,participante,sesion,orden,pasivas,activas,date,expName,psychopyVersion,frameRate,
0,2,,,,,,,8,30921867.0,0.95,76812903.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,484.9574656583827,None,8,484.9574656583827,None,486.1946913154534,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,8,96528304.0,0.55,40382569.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,11,11,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,487.6698089349811,None,space,2.174172532337252,487.6698089349811,None,,,,,,,,,,,,,,,489.87341388115965,None,490.4323459861589,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,8,96528304.0,0.55,40382569.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,11,11,11,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.43298560649055,491.43298560649055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,8,96528304.0,0.55,40382569.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,11,11,11,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.43622804640836,492.43622804640836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,8,96528304.0,0.55,40382569.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,11,11,11,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.4351253376699,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,8,96528304.0,0.55,40382569.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,11,11,11,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.43398198553405,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,8,96528304.0,0.55,40382569.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,11,11,11,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.43661395341405,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,8,96528304.0,0.55,40382569.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,11,11,11,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.4355215081596,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,8,96528304.0,0.55,40382569.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,11,11,11,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.4344401474664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,8,96528304.0,0.55,40382569.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,498.43487080326304,None,4382569,498.43487080326304,None,523.1056375265835,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,305679148.0,0.35,841976503.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,12,12,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,524.5799061507023,None,space,2.358952606398816,524.5799061507023,None,,,,,,,,,,,,,,,526.9701472194174,None,527.3260138269688,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,305679148.0,0.35,841976503.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,12,12,12,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.3262375709237,528.3262375709237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,305679148.0,0.35,841976503.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,12,12,12,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.3265450649087,529.3265450649087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,305679148.0,0.35,841976503.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,12,12,12,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.3276173937338,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,305679148.0,0.35,841976503.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,12,12,12,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.3278780862311,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,305679148.0,0.35,841976503.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,12,12,12,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.3277733986943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,305679148.0,0.35,841976503.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,12,12,12,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.328275077798,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,305679148.0,0.35,841976503.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,12,12,12,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.3288605069356,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,305679148.0,0.35,841976503.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,12,12,12,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.3288235583932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,305679148.0,0.35,841976503.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,536.329461126028,None,9,536.329461126028,None,537.9912793227741,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,805734129.0,0.15,921437508.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,13,13,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,539.4662261579288,None,space,2.401087903752341,539.4662261579288,None,,,,,,,,,,,,,,,541.893434654452,None,542.0430729692671,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,805734129.0,0.15,921437508.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,13,13,13,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.0443776633765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,805734129.0,0.15,921437508.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,13,13,13,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.0453079455801,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,805734129.0,0.15,921437508.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,13,13,13,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.0443452307663,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,805734129.0,0.15,921437508.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,13,13,13,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.0468630687028,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,805734129.0,0.15,921437508.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,13,13,13,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.0462021003223,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,805734129.0,0.15,921437508.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,13,13,13,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.0460670328685,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,805734129.0,0.15,921437508.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,13,13,13,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.0489096074452,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,805734129.0,0.15,921437508.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,13,13,13,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.0461996370832,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,9,805734129.0,0.15,921437508.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,551.0463388099306,None,9,551.0463388099306,None,552.2334536213675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,datasets/instruccion1_pasiva.png,datasets/instruccion1_activa.png,,,,,,,,,0,0,0,0,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.3014044551746,None,2.953125,6.894801750539045,553.3014044551746,None,space,20.988341066960857,560.4403568408197,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,datasets/instruccion2.png,datasets/instruccion2.png,,,,,,,,,0,0,0,0,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,datasets/instruccion3.png,datasets/instruccion3.png,,,,,,,,,0,0,0,0,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,2,91,0.55,19,,,,,0,0,0,0,,,,,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.6335562562126,None,space,3.618511194472376,587.6335562562126,None,591.2805740982512,None,591.8396338809944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,2,91,0.55,19,,,,,0,0,0,0,,,,,1,0,1,0,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.8397471898606,592.8397471898606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,2,91,0.55,19,,,,,0,0,0,0,,,,,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,593.8400271777064,None,19,593.8400271777064,None,595.1959504396909,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,2,47,0.55,74,,,,,0,0,0,0,,,,,1,0,1,0,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.6712872872376,None,space,0.46492472256795736,596.6712872872376,None,597.162477522972,None,597.7249386243675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,2,47,0.55,74,,,,,0,0,0,0,,,,,1,0,1,0,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.7394499593574,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,2,47,0.55,74,,,,,0,0,0,0,,,,,1,0,1,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,599.7402258787624,None,74,599.7402258787624,None,600.9941522772642,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,3,385.0,0.55,583.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,603.181377934332,None,space,1.1971721792724566,603.181377934332,None,,,,,,,,,,,,,602.0114536377914,None,604.4020773291959,None,604.9615821366133,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,3,385.0,0.55,583.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.9643072969266,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,3,385.0,0.55,583.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.9803663653329,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,3,385.0,0.55,583.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,607.9791392631669,None,,607.9791392631669,None,609.8611206903661,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,3,294.0,0.55,492.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,611.3359398477733,None,space,1.5808749980387802,611.3359398477733,None,,,,,,,,,,,,,,,612.9462333013144,None,613.5055574714061,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,3,294.0,0.55,492.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.5057828575191,614.5057828575191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,3,294.0,0.55,492.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.5062443037677,615.5062443037677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,3,294.0,0.55,492.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,616.5064425942801,None,492,616.5064425942801,None,619.65997610661,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,4,1358.0,0.55,8531.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,621.1350653989211,None,space,2.4404110064460838,621.1350653989211,None,,,,,,,,,,,,,,,623.5966142818434,None,624.1525145536216,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
