nRepsBlockPasivas,nRepsBlockActivas,instrucciones_pasiva,instrucciones_activa,digitSpan_train,digits_train,fixation_time_train,answer_train,digitSpan,digits,fixation_time,answer,Block_Order.thisRepN,Block_Order.thisTrialN,Block_Order.thisN,Block_Order.thisIndex,BlockPasivas.thisRepN,BlockPasivas.thisTrialN,BlockPasivas.thisN,BlockPasivas.thisIndex,BlockActivas.thisRepN,BlockActivas.thisTrialN,BlockActivas.thisN,BlockActivas.thisIndex,intrLoopActivas.thisRepN,intrLoopActivas.thisTrialN,intrLoopActivas.thisN,intrLoopActivas.thisIndex,trial_train_Activas.thisRepN,trial_train_Activas.thisTrialN,trial_train_Activas.thisN,trial_train_Activas.thisIndex,train_digitloop_Activas.thisRepN,train_digitloop_Activas.thisTrialN,train_digitloop_Activas.thisN,train_digitloop_Activas.thisIndex,trialActivas.thisRepN,trialActivas.thisTrialN,trialActivas.thisN,trialActivas.thisIndex,digitLoop_Activas.thisRepN,digitLoop_Activas.thisTrialN,digitLoop_Activas.thisN,digitLoop_Activas.thisIndex,instrucloop_Pasivas.thisRepN,instrucloop_Pasivas.thisTrialN,instrucloop_Pasivas.thisN,instrucloop_Pasivas.thisIndex,trial_trainingPasivas.thisRepN,trial_trainingPasivas.thisTrialN,trial_trainingPasivas.thisN,trial_trainingPasivas.thisIndex,train_digitloopPasivas.thisRepN,train_digitloopPasivas.thisTrialN,train_digitloopPasivas.thisN,train_digitloopPasivas.thisIndex,trial_Pasiva.thisRepN,trial_Pasiva.thisTrialN,trial_Pasiva.thisN,trial_Pasiva.thisIndex,digitLoop_Pasivas.thisRepN,digitLoop_Pasivas.thisTrialN,digitLoop_Pasivas.thisN,digitLoop_Pasivas.thisIndex,bienv2.started,bienv2.stopped,key_bienv.keys,key_bienv.rt,key_bienv.started,key_bienv.stopped,firstfix_activas.started,firstfix_activas.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,firsfixtrain_activa.started,firsfixtrain_activa.stopped,digitpresentation_training_2.started,digitpresentation_training_2.stopped,correct,recall_train_2.started,recall_train_2.stopped,answ_train_2.text,answ_train_2.started,answ_train_2.stopped,post_recall_training_2.started,post_recall_training_2.stopped,end_training_2.started,end_training_2.stopped,first_fix_active.started,first_fix_active.stopped,pres_text_active.started,pres_text_active.stopped,recall_txt_2.started,recall_txt_2.stopped,answer_box_2.text,answer_box_2.started,answer_box_2.stopped,postrecallPR_2.started,postrecallPR_2.stopped,Dificultad_activas.started,Dificultad_activas.stopped,dif_licker_2.response,dif_licker_2.rt,dif_licker_2.started,dif_licker_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,firstfixtrain.started,firstfixtrain.stopped,digitpresentation_training.started,digitpresentation_training.stopped,recall_train.started,recall_train.stopped,answ_train.text,answ_train.started,answ_train.stopped,post_recall_training.started,post_recall_training.stopped,end_training.started,end_training.stopped,first_fix_pas.started,first_fix_pas.stopped,pres_text.started,pres_text.stopped,recall_txt.started,recall_txt.stopped,answer_box.text,answer_box.started,answer_box.stopped,postrecallPR.started,postrecallPR.stopped,Dificultad_pasivas.started,Dificultad_pasivas.stopped,dif_licker.response,dif_licker.rt,dif_licker.started,dif_licker.stopped,continuetrial_pasivas.keys,continuetrial_pasivas.rt,continuetrial_pasivas.started,continuetrial_pasivas.stopped,text_2.started,text_2.stopped,participante,sesion,orden,pasivas,activas,date,expName,psychopyVersion,frameRate,
0,2,,,,,,,5,80734.0,0.95,43708.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,4,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.0150121930201,361.0150121930201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,5,80734.0,0.95,43708.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,4,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.0153939946322,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,5,80734.0,0.95,43708.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,4,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.01701685674925,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,5,80734.0,0.95,43708.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,364.0179348227721,None,43708,364.0179348227721,None,370.4268271054534,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,5,23569.0,0.35,96532.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,371.90115525777946,None,space,1.7303014745411929,371.90115525777946,None,,,,,,,,,,,,,,,373.649331641911,None,374.0032022070627,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,5,23569.0,0.35,96532.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.00403929682943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,5,23569.0,0.35,96532.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,5,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.00413782627584,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,5,23569.0,0.35,96532.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,5,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.00433529571455,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,5,23569.0,0.35,96532.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,5,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0046267786638,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,5,23569.0,0.35,96532.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,379.0048817236093,None,96532,379.0048817236093,None,384.5328669606133,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,6,741802.0,0.55,208147.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,386.00909016265723,None,space,15.062322313518962,386.00909016265723,None,,,,,,,,,,,,,,,401.096388895734,None,401.65615685888406,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,6,741802.0,0.55,208147.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.65607105615345,402.65607105615345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,6,741802.0,0.55,208147.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.6559072509481,403.6559072509481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,6,741802.0,0.55,208147.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,6,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.6589908121314,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,6,741802.0,0.55,208147.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,6,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.65733592794277,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,6,741802.0,0.55,208147.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,6,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.6566532009783,406.6566532009783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,6,741802.0,0.55,208147.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,407.6565279864699,None,6,407.6565279864699,None,411.3193610365306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,6,956374.0,0.95,473659.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,412.7952274798663,None,space,1.4736741375454585,412.7952274798663,None,,,,,,,,,,,,,,,414.28659096320916,None,415.23619848757517,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,6,956374.0,0.95,473659.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,7,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.2362711530441,416.2362711530441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,6,956374.0,0.95,473659.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,7,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.23665582843023,417.23665582843023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,6,956374.0,0.95,473659.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,7,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.23710290579766,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,6,956374.0,0.95,473659.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,7,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.2390365462161,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,6,956374.0,0.95,473659.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,7,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.2386161539034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,6,956374.0,0.95,473659.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,421.2386108168939,None,6,421.2386108168939,None,422.83257958305694,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,7,1032645.0,0.75,5462301.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,424.3072156399103,None,space,7.330295726991608,424.3072156399103,None,,,,,,,,,,,,,,,431.6671453555682,None,432.4303199743845,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,7,1032645.0,0.75,5462301.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,8,8,8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.43083396966904,433.43083396966904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,7,1032645.0,0.75,5462301.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,8,8,8,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.43069561790253,434.43069561790253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,7,1032645.0,0.75,5462301.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,8,8,8,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.4309862797745,435.4309862797745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,7,1032645.0,0.75,5462301.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,8,8,8,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.4320881674357,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,7,1032645.0,0.75,5462301.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,8,8,8,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.4315704772962,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,7,1032645.0,0.75,5462301.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,8,8,8,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.43243671535674,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,7,1032645.0,0.75,5462301.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,439.5516643265946,None,5462301,439.5516643265946,None,459.37273279634974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,7,6754102.0,0.15,2014576.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,460.8464455501635,None,space,3.018262818157382,460.8464455501635,None,,,,,,,,,,,,,,,463.89824042827604,None,464.05062319876015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,7,6754102.0,0.15,2014576.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,9,9,9,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.0509134500935,465.0509134500935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,7,6754102.0,0.15,2014576.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,9,9,9,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.05097420992024,466.05097420992024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,7,6754102.0,0.15,2014576.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,9,9,9,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.0510136216981,467.0510136216981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,7,6754102.0,0.15,2014576.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,9,9,9,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.0511174881576,468.0511174881576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,7,6754102.0,0.15,2014576.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,9,9,9,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.0509216608807,469.0509216608807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,7,6754102.0,0.15,2014576.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,9,9,9,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0518720595137,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,7,6754102.0,0.15,2014576.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,471.0524845842483,None,,471.0524845842483,None,472.0523996025986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,8,30921867.0,0.95,76812903.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,10,10,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,473.5281506843712,None,space,2.449782799107197,473.5281506843712,None,,,,,,,,,,,,,,,476.00345386769186,None,476.9543595175346,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,8,30921867.0,0.95,76812903.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,10,10,10,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.9532325869732,477.9532325869732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,8,30921867.0,0.95,76812903.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,10,10,10,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.9568264485897,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,8,30921867.0,0.95,76812903.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,10,10,10,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.9556116626045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,8,30921867.0,0.95,76812903.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,10,10,10,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.9560427289398,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,8,30921867.0,0.95,76812903.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,10,10,10,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.95807448826235,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,8,30921867.0,0.95,76812903.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,10,10,10,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.9573605603073,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
0,2,,,,,,,8,30921867.0,0.95,76812903.0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,10,10,10,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.95849405949775,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APFRRF,01,AP,FR,RF,2022-07-05_19h38.05.393,DigitSpanTask_visual,2022.1.3,58.904526987012645,
