digitSpan,digits,fixation_time,trial_PF.thisRepN,trial_PF.thisTrialN,trial_PF.thisN,trial_PF.thisIndex,digitLoop.thisRepN,digitLoop.thisTrialN,digitLoop.thisN,digitLoop.thisIndex,firs_fix.started,firs_fix.stopped,pres_text.started,pres_text.stopped,recall_txt.started,recall_txt.stopped,textbox.text,textbox.started,textbox.stopped,button_next.numClicks,button_next.timesOn,button_next.timesOff,correct,participant,session,date,expName,psychopyVersion,frameRate,
3,489,0.55,0,0,0,0,,,,,21.786224022922397,None,24.346127366683504,24.346127366683504,25.34875314521196,None,489,25.34875314521196,None,1,[7.510562025810941],[7.510566541692242],1,1,001,2022-06-07_22h31.53.103,DigitSpanTask_fwdback,2022.1.3,58.990678604673725,
,,,,,,,,,,,32.85740372248256,None,34.41702913440531,34.41702913440531,,,,,,,,,,,,,,,,
