trial_PF.thisRepN,trial_PF.thisTrialN,trial_PF.thisN,trial_PF.thisIndex,digitSpan,digits,fixation_time,digitLoop.thisRepN,digitLoop.thisTrialN,digitLoop.thisN,digitLoop.thisIndex,firs_fix.started,firs_fix.stopped,pres_text.started,pres_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,27.69326218497008,None,30.270551253386657,None,,,,,,,
