start_mouse.x,start_mouse.y,start_mouse.leftButton,start_mouse.midButton,start_mouse.rightButton,start_mouse.clicked_name,digitLoop.thisRepN,digitLoop.thisTrialN,digitLoop.thisN,digitLoop.thisIndex,digitLoop.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,textbox.text,correct,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,digitSpan,digits
0.0625,-0.401388889,1,0,0,cont_button,0,0,0,0,1,,001,2022-03-08_17h36.36.472,Digit Span Task,2021.2.3,Win32,30.0120048,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,,001,2022-03-08_17h36.36.472,Digit Span Task,2021.2.3,Win32,30.0120048,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,,001,2022-03-08_17h36.36.472,Digit Span Task,2021.2.3,Win32,30.0120048,,,,,,,,,,,,,,,
,,,,,,,,,,,,001,2022-03-08_17h36.36.472,Digit Span Task,2021.2.3,Win32,30.0120048,2 1 7,0,0.084722222,-0.406944444,1,0,0,cont_button,0,0,0,0,1,3,217
,,,,,,0,0,0,0,1,,001,2022-03-08_17h36.36.472,Digit Span Task,2021.2.3,Win32,30.0120048,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,,001,2022-03-08_17h36.36.472,Digit Span Task,2021.2.3,Win32,30.0120048,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,,001,2022-03-08_17h36.36.472,Digit Span Task,2021.2.3,Win32,30.0120048,,,,,,,,,,,,,,,
,,,,,,,,,,,,001,2022-03-08_17h36.36.472,Digit Span Task,2021.2.3,Win32,30.0120048,486,1,0.055555556,-0.425,1,0,0,cont_button,0,1,1,1,1,3,486
,,,,,,0,0,0,0,1,,001,2022-03-08_17h36.36.472,Digit Span Task,2021.2.3,Win32,30.0120048,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,,001,2022-03-08_17h36.36.472,Digit Span Task,2021.2.3,Win32,30.0120048,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,,001,2022-03-08_17h36.36.472,Digit Span Task,2021.2.3,Win32,30.0120048,,,,,,,,,,,,,,,
