digitSpan,digits,fixation_time,trial_PF.thisRepN,trial_PF.thisTrialN,trial_PF.thisN,trial_PF.thisIndex,digitLoop.thisRepN,digitLoop.thisTrialN,digitLoop.thisN,digitLoop.thisIndex,firs_fix.started,firs_fix.stopped,pres_text.started,pres_text.stopped,recall_txt.started,recall_txt.stopped,textbox.text,textbox.started,textbox.stopped,button_next.numClicks,button_next.timesOn,button_next.timesOff,correct,Dificultad.started,Dificultad.stopped,dif_licker.response,dif_licker.rt,dif_licker.started,dif_licker.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,489,0.55,0,0,0,0,,,,,19.84246888866619,None,20.402423549239757,None,21.404880598100135,None,,21.404880598100135,None,1,[0.7617619154552813],[0.7617668418752146],0,,,,,,,1,001,2022-06-07_23h06.31.341,DigitSpanTask_fwdback,2022.1.3,58.92318224286719,
3,235,0.55,0,1,1,1,,,,,22.165740158765402,None,22.725003068742808,None,23.724892634971184,None,,23.724892634971184,None,2,"[0.7617619154552813, 0.32090494936710456]","[0.7617668418752146, 0.3209094652411295]",0,,,,,,,1,001,2022-06-07_23h06.31.341,DigitSpanTask_fwdback,2022.1.3,58.92318224286719,
4,6810,0.55,0,2,2,2,,,,,24.047302603728895,None,24.606719053605048,None,25.60709592425701,None,,25.60709592425701,None,3,"[0.7617619154552813, 0.32090494936710456, 0.30375938738143304]","[0.7617668418752146, 0.3209094652411295, 0.30376431380136637]",0,,,,,,,1,001,2022-06-07_23h06.31.341,DigitSpanTask_fwdback,2022.1.3,58.92318224286719,
4,3168,0.55,0,3,3,3,,,,,25.912202275263553,None,26.472838012537977,None,27.471997648455726,None,,27.471997648455726,None,4,"[0.7617619154552813, 0.32090494936710456, 0.30375938738143304, 0.3036391007772181]","[0.7617668418752146, 0.3209094652411295, 0.30376431380136637, 0.30364402719715144]",0,,,,,,,1,001,2022-06-07_23h06.31.341,DigitSpanTask_fwdback,2022.1.3,58.92318224286719,
5,81423,0.55,0,4,4,4,,,,,27.77715901108604,None,28.336502385820495,None,29.336541386597673,None,,29.336541386597673,None,5,"[0.7617619154552813, 0.32090494936710456, 0.30375938738143304, 0.3036391007772181, 0.27158785294159316]","[0.7617668418752146, 0.3209094652411295, 0.30376431380136637, 0.30364402719715144, 0.27159318989288295]",0,,,,,,,1,001,2022-06-07_23h06.31.341,DigitSpanTask_fwdback,2022.1.3,58.92318224286719,
5,90736,0.55,0,5,5,5,,,,,29.608791021113575,None,30.167249694044585,None,31.166957393499615,None,,31.166957393499615,None,6,"[0.7617619154552813, 0.32090494936710456, 0.30375938738143304, 0.3036391007772181, 0.27158785294159316, 0.3041235314667574]","[0.7617668418752146, 0.3209094652411295, 0.30376431380136637, 0.30364402719715144, 0.27159318989288295, 0.30413338429207215]",0,,,,,,,1,001,2022-06-07_23h06.31.341,DigitSpanTask_fwdback,2022.1.3,58.92318224286719,
6,153624,0.55,0,6,6,6,,,,,31.47209699780069,None,32.03169490391156,None,33.031881286566204,None,,33.031881286566204,None,7,"[0.7617619154552813, 0.32090494936710456, 0.30375938738143304, 0.3036391007772181, 0.27158785294159316, 0.3041235314667574, 0.30394084362342255]","[0.7617668418752146, 0.3209094652411295, 0.30376431380136637, 0.30364402719715144, 0.27159318989288295, 0.30413338429207215, 0.3039457700360799]",0,,,,,,,1,001,2022-06-07_23h06.31.341,DigitSpanTask_fwdback,2022.1.3,58.92318224286719,
6,819703,0.55,0,7,7,7,,,,,33.3369535632155,None,33.896281748166075,None,34.896912739663094,None,,34.896912739663094,None,8,"[0.7617619154552813, 0.32090494936710456, 0.30375938738143304, 0.3036391007772181, 0.27158785294159316, 0.3041235314667574, 0.30394084362342255, 0.3036559326938004]","[0.7617668418752146, 0.3209094652411295, 0.30376431380136637, 0.30364402719715144, 0.27159318989288295, 0.30413338429207215, 0.3039457700360799, 0.3036608591064578]",0,,,,,,,1,001,2022-06-07_23h06.31.341,DigitSpanTask_fwdback,2022.1.3,58.92318224286719,
7,1026597,0.55,0,8,8,8,,,,,35.20178795976244,None,35.76101925858529,None,36.761114092048956,None,,36.761114092048956,None,9,"[0.7617619154552813, 0.32090494936710456, 0.30375938738143304, 0.3036391007772181, 0.27158785294159316, 0.3041235314667574, 0.30394084362342255, 0.3036559326938004, 0.2522960167043493]","[0.7617668418752146, 0.3209094652411295, 0.30376431380136637, 0.30364402719715144, 0.27159318989288295, 0.30413338429207215, 0.3039457700360799, 0.3036608591064578, 0.2523009431170067]",0,,,,,,,1,001,2022-06-07_23h06.31.341,DigitSpanTask_fwdback,2022.1.3,58.92318224286719,
7,8765312,0.55,0,9,9,9,,,,,37.017016243618855,None,37.574794660919,None,38.57536612491094,None,,38.57536612491094,None,10,"[0.7617619154552813, 0.32090494936710456, 0.30375938738143304, 0.3036391007772181, 0.27158785294159316, 0.3041235314667574, 0.30394084362342255, 0.3036559326938004, 0.2522960167043493, 0.2537587510596495]","[0.7617668418752146, 0.3209094652411295, 0.30376431380136637, 0.30364402719715144, 0.27159318989288295, 0.30413338429207215, 0.3039457700360799, 0.3036608591064578, 0.2523009431170067, 0.2537636774723069]",0,,,,,,,1,001,2022-06-07_23h06.31.341,DigitSpanTask_fwdback,2022.1.3,58.92318224286719,
8,93261458,0.55,0,10,10,10,,,,,38.8299849456962,None,39.3896998541386,None,40.38967891687935,None,,40.38967891687935,None,11,"[0.7617619154552813, 0.32090494936710456, 0.30375938738143304, 0.3036391007772181, 0.27158785294159316, 0.3041235314667574, 0.30394084362342255, 0.3036559326938004, 0.2522960167043493, 0.2537587510596495, 0.26980490169808036]","[0.7617668418752146, 0.3209094652411295, 0.30376431380136637, 0.30364402719715144, 0.27159318989288295, 0.30413338429207215, 0.3039457700360799, 0.3036608591064578, 0.2523009431170067, 0.2537636774723069, 0.2698106491807266]",0,,,,,,,1,001,2022-06-07_23h06.31.341,DigitSpanTask_fwdback,2022.1.3,58.92318224286719,
8,50914738,0.55,0,11,11,11,,,,,40.661025786081154,None,41.220289927659906,None,42.22121691451321,None,,42.22121691451321,None,12,"[0.7617619154552813, 0.32090494936710456, 0.30375938738143304, 0.3036391007772181, 0.27158785294159316, 0.3041235314667574, 0.30394084362342255, 0.3036559326938004, 0.2522960167043493, 0.2537587510596495, 0.26980490169808036, 0.371566956739116]","[0.7617668418752146, 0.3209094652411295, 0.30376431380136637, 0.30364402719715144, 0.27159318989288295, 0.30413338429207215, 0.3039457700360799, 0.3036608591064578, 0.2523009431170067, 0.2537636774723069, 0.2698106491807266, 0.37157188315177336]",0,,,,,,,1,001,2022-06-07_23h06.31.341,DigitSpanTask_fwdback,2022.1.3,58.92318224286719,
9,431962507,0.55,0,12,12,12,,,,,42.59341855755338,None,43.153532094969705,None,44.152781227407104,None,,44.152781227407104,None,13,"[0.7617619154552813, 0.32090494936710456, 0.30375938738143304, 0.3036391007772181, 0.27158785294159316, 0.3041235314667574, 0.30394084362342255, 0.3036559326938004, 0.2522960167043493, 0.2537587510596495, 0.26980490169808036, 0.371566956739116, 0.35465334673790494]","[0.7617668418752146, 0.3209094652411295, 0.30376431380136637, 0.30364402719715144, 0.27159318989288295, 0.30413338429207215, 0.3039457700360799, 0.3036608591064578, 0.2523009431170067, 0.2537636774723069, 0.2698106491807266, 0.37157188315177336, 0.35465827315783827]",0,,,,,,,1,001,2022-06-07_23h06.31.341,DigitSpanTask_fwdback,2022.1.3,58.92318224286719,
9,901852346,0.55,0,13,13,13,,,,,44.509085743819014,None,45.068363843573024,None,46.06842131839949,None,,46.06842131839949,None,14,"[0.7617619154552813, 0.32090494936710456, 0.30375938738143304, 0.3036391007772181, 0.27158785294159316, 0.3041235314667574, 0.30394084362342255, 0.3036559326938004, 0.2522960167043493, 0.2537587510596495, 0.26980490169808036, 0.371566956739116, 0.35465334673790494, 0.32360462409997126]","[0.7617668418752146, 0.3209094652411295, 0.30376431380136637, 0.30364402719715144, 0.27159318989288295, 0.30413338429207215, 0.3039457700360799, 0.3036608591064578, 0.2523009431170067, 0.2537636774723069, 0.2698106491807266, 0.37157188315177336, 0.35465827315783827, 0.32360872944263974]",0,,,,,,,1,001,2022-06-07_23h06.31.341,DigitSpanTask_fwdback,2022.1.3,58.92318224286719,
10,1946738052,0.55,0,14,14,14,,,,,46.391761558290455,None,46.95009173392464,None,47.950551943082246,None,,47.950551943082246,None,15,"[0.7617619154552813, 0.32090494936710456, 0.30375938738143304, 0.3036391007772181, 0.27158785294159316, 0.3041235314667574, 0.30394084362342255, 0.3036559326938004, 0.2522960167043493, 0.2537587510596495, 0.26980490169808036, 0.371566956739116, 0.35465334673790494, 0.32360462409997126, 0.30435671505256323]","[0.7617668418752146, 0.3209094652411295, 0.30376431380136637, 0.30364402719715144, 0.27159318989288295, 0.30413338429207215, 0.3039457700360799, 0.3036608591064578, 0.2523009431170067, 0.2537636774723069, 0.2698106491807266, 0.37157188315177336, 0.35465827315783827, 0.32360872944263974, 0.30436205199657707]",0,,,,,,,1,001,2022-06-07_23h06.31.341,DigitSpanTask_fwdback,2022.1.3,58.92318224286719,
10,4127509683,0.55,0,15,15,15,,,,,48.255869719345355,None,48.814958562703396,None,49.81513180825277,None,,49.81513180825277,None,16,"[0.7617619154552813, 0.32090494936710456, 0.30375938738143304, 0.3036391007772181, 0.27158785294159316, 0.3041235314667574, 0.30394084362342255, 0.3036559326938004, 0.2522960167043493, 0.2537587510596495, 0.26980490169808036, 0.371566956739116, 0.35465334673790494, 0.32360462409997126, 0.30435671505256323, 0.3041251736067352]","[0.7617668418752146, 0.3209094652411295, 0.30376431380136637, 0.30364402719715144, 0.27159318989288295, 0.30413338429207215, 0.3039457700360799, 0.3036608591064578, 0.2523009431170067, 0.2537636774723069, 0.2698106491807266, 0.37157188315177336, 0.35465827315783827, 0.32360872944263974, 0.30436205199657707, 0.3041296894880361]",0,,,,,,,1,001,2022-06-07_23h06.31.341,DigitSpanTask_fwdback,2022.1.3,58.92318224286719,
,,,,,,,,,,,,,,,,,,,,,,,,50.13762593657884,None,3.03125,9.06541620601638,50.13762593657884,None,,,,,,,
