key_resp.keys,key_resp.rt,textbox.text,correct,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,0.7699,217,0,0.05875,-0.41,1,0,0,cont_button,0,0,0,0,1,3,217,,001,2022-01-20_19h25.51.180,Digit Span Task,2021.2.3,Win32,60.66488716
