start_mouse.x,start_mouse.y,start_mouse.leftButton,start_mouse.midButton,start_mouse.rightButton,start_mouse.clicked_name,digitLoop.thisRepN,digitLoop.thisTrialN,digitLoop.thisN,digitLoop.thisIndex,digitLoop.ran,participant,session,date,expName,psychopyVersion,OS,frameRate
-0.046296284,-0.4046297,1,0,0,cont_button,0,0,0,0,1,,001,2022-04-29_16h53.53.731,Digit Span Task,2021.2.3,Win32,60.3682463
,,,,,,1,0,1,0,1,,001,2022-04-29_16h53.53.731,Digit Span Task,2021.2.3,Win32,60.3682463
,,,,,,2,0,2,0,1,,001,2022-04-29_16h53.53.731,Digit Span Task,2021.2.3,Win32,60.3682463
