trial_PF.thisRepN,trial_PF.thisTrialN,trial_PF.thisN,trial_PF.thisIndex,digitSpan,digits,fixation_time,digitLoop.thisRepN,digitLoop.thisTrialN,digitLoop.thisN,digitLoop.thisIndex,firs_fix.started,firs_fix.stopped,pres_text.started,pres_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,22.141900832109968,None,24.702020117008942,24.702020117008942,,,,,,,
