start_mouse.x,start_mouse.y,start_mouse.leftButton,start_mouse.midButton,start_mouse.rightButton,start_mouse.clicked_name,digitLoop.thisRepN,digitLoop.thisTrialN,digitLoop.thisN,digitLoop.thisIndex,digitLoop.ran,participant,session,date,expName,psychopyVersion,OS,frameRate
-0.010416667,-0.40625,1,0,0,cont_button,0,0,0,0,1,1,001,2022-02-09_14h03.36.168,Digit Span Task,2021.2.3,Win32,60.06006006
,,,,,,1,0,1,0,1,1,001,2022-02-09_14h03.36.168,Digit Span Task,2021.2.3,Win32,60.06006006
,,,,,,2,0,2,0,1,1,001,2022-02-09_14h03.36.168,Digit Span Task,2021.2.3,Win32,60.06006006
