start_mouse.x,start_mouse.y,start_mouse.leftButton,start_mouse.midButton,start_mouse.rightButton,start_mouse.clicked_name,digitLoop.thisRepN,digitLoop.thisTrialN,digitLoop.thisN,digitLoop.thisIndex,digitLoop.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,textbox.text,correct,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,digitSpan,digits
0.020833333,-0.404947917,1,0,0,cont_button,0,0,0,0,1,z,001,2022-04-13_10h37.26.142,Digit Span Task,2021.2.3,Win32,60.12506013,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,z,001,2022-04-13_10h37.26.142,Digit Span Task,2021.2.3,Win32,60.12506013,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,z,001,2022-04-13_10h37.26.142,Digit Span Task,2021.2.3,Win32,60.12506013,,,,,,,,,,,,,,,
,,,,,,,,,,,z,001,2022-04-13_10h37.26.142,Digit Span Task,2021.2.3,Win32,60.12506013,21,0,-0.083333333,-0.369791667,1,0,0,cont_button,0,0,0,0,1,3,217
,,,,,,0,0,0,0,1,z,001,2022-04-13_10h37.26.142,Digit Span Task,2021.2.3,Win32,60.12506013,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,z,001,2022-04-13_10h37.26.142,Digit Span Task,2021.2.3,Win32,60.12506013,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,z,001,2022-04-13_10h37.26.142,Digit Span Task,2021.2.3,Win32,60.12506013,,,,,,,,,,,,,,,
