start_mouse.x,start_mouse.y,start_mouse.leftButton,start_mouse.midButton,start_mouse.rightButton,start_mouse.clicked_name,digitLoop.thisRepN,digitLoop.thisTrialN,digitLoop.thisN,digitLoop.thisIndex,digitLoop.ran,participant,session,date,expName,psychopyVersion,OS,frameRate
0.048634304,-0.407146946,1,0,0,cont_button,0,0,0,0,1,1,001,2022-04-10_14h20.05.638,Digit Span Task,2021.2.3,MacIntel,60.0024001
,,,,,,1,0,1,0,1,1,001,2022-04-10_14h20.05.638,Digit Span Task,2021.2.3,MacIntel,60.0024001
,,,,,,2,0,2,0,1,1,001,2022-04-10_14h20.05.638,Digit Span Task,2021.2.3,MacIntel,60.0024001
