start_mouse.x,start_mouse.y,start_mouse.leftButton,start_mouse.midButton,start_mouse.rightButton,start_mouse.clicked_name,digitLoop.thisRepN,digitLoop.thisTrialN,digitLoop.thisN,digitLoop.thisIndex,digitLoop.ran,participant,session,date,expName,psychopyVersion,OS,frameRate
-0.00139006,-0.413844824,1,0,0,cont_button,0,0,0,0,1,999,001,2022-02-17_14h58.39.908,Digit Span Task,2021.2.3,Linux x86_64,60.0060006
,,,,,,1,0,1,0,1,999,001,2022-02-17_14h58.39.908,Digit Span Task,2021.2.3,Linux x86_64,60.0060006
,,,,,,2,0,2,0,1,999,001,2022-02-17_14h58.39.908,Digit Span Task,2021.2.3,Linux x86_64,60.0060006
