trial_PF.thisRepN,trial_PF.thisTrialN,trial_PF.thisN,trial_PF.thisIndex,digitSpan,digits,fixation_time,digitLoop.thisRepN,digitLoop.thisTrialN,digitLoop.thisN,digitLoop.thisIndex,firs_fix.started,firs_fix.stopped,pres_text.started,pres_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,20.990850418071204,None,23.550377301711706,23.550377301711706,,,,,,,
