start_mouse.x,start_mouse.y,start_mouse.leftButton,start_mouse.midButton,start_mouse.rightButton,start_mouse.clicked_name,digitLoop.thisRepN,digitLoop.thisTrialN,digitLoop.thisN,digitLoop.thisIndex,digitLoop.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,textbox.text,correct,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,digitSpan,digits
0.013402778,-0.395798611,1,0,0,cont_button,0,0,0,0,1,lilyb,001,2022-03-29_13h43.33.930,Digit Span Task,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,lilyb,001,2022-03-29_13h43.33.930,Digit Span Task,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,lilyb,001,2022-03-29_13h43.33.930,Digit Span Task,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,
,,,,,,,,,,,lilyb,001,2022-03-29_13h43.33.930,Digit Span Task,2021.2.3,MacIntel,60.0024001,3567289,0,-0.030594618,-0.415499132,1,0,0,cont_button,0,0,0,0,1,3,217
,,,,,,0,0,0,0,1,lilyb,001,2022-03-29_13h43.33.930,Digit Span Task,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,lilyb,001,2022-03-29_13h43.33.930,Digit Span Task,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,lilyb,001,2022-03-29_13h43.33.930,Digit Span Task,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,
,,,,,,,,,,,lilyb,001,2022-03-29_13h43.33.930,Digit Span Task,2021.2.3,MacIntel,60.0024001,,0,-0.005490451,-0.407369792,1,0,0,cont_button,0,1,1,1,1,3,486
,,,,,,0,0,0,0,1,lilyb,001,2022-03-29_13h43.33.930,Digit Span Task,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,
