trial_PF.thisRepN,trial_PF.thisTrialN,trial_PF.thisN,trial_PF.thisIndex,digitSpan,digits,fixation_time,digitLoop.thisRepN,digitLoop.thisTrialN,digitLoop.thisN,digitLoop.thisIndex,firs_fix.started,firs_fix.stopped,pres_text.started,pres_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,41.107186857640045,None,43.668605073631625,43.668605073631625,,,,,,,
